8 , 29.5378, 18 , 14
18 , 27.563, 22 , 18
30 , 22.2486, 27 , 23
69 , 19.4808, 37 , 33
333 , 18.4637, 72 , 67
1880 , 17.4689, 150 , 145
3305 , 14.5886, 192 , 187
3425 , 12.176, 194 , 189
10143 , 11.4481, 223 , 218
31210 , 10.7626, 252 , 241
