4 , 34.8304, 10 , 11
8 , 31.2352, 38 , 13
12 , 19.05, 95 , 15
86 , 17.8986, 4762 , 23
123 , 17.257, 7950 , 24
189 , 15.1251, 13498 , 27
447 , 13.6068, 41202 , 28
16983 , 10.873, 1942619 , 40
